cpse_1,material_code_1,material_description_1,cpse_2,material_code_2,material_description_2,category,semantic_score,attribute_score,lexical_score,hybrid_score,confidence,conflicts,explanation,same_benchmark_group
SAIL,STL3003,Taper Roller Bearing No 30205,NTPC,NTP6604,6305 Deep Groove Bearing,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
SAIL,STL3003,Taper Roller Bearing No 30205,ONGC,ONG2204,Deep Groove Bearing No 6305,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
ONGC,ONG2203,Conical Roller Bearing 30205,BHEL,BHL1009,Deep Groove Ball Bearing 6305,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
NTPC,NTP6603,30205 Tapered Roller Bearing,ONGC,ONG2204,Deep Groove Bearing No 6305,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
ONGC,ONG2203,Conical Roller Bearing 30205,SAIL,STL3004,Ball Bearing 6305 Deep Groove,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
NTPC,NTP6603,30205 Tapered Roller Bearing,SAIL,STL3004,Ball Bearing 6305 Deep Groove,Bearing,0.8905,0.6667,0.9524,0.771399974822998,REVIEW REQUIRED,size,"Semantic=0.891, Attribute=0.667, Lexical=0.952. Potential difference: size.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.8953,0.6667,0.9143,0.7681000232696533,REVIEW REQUIRED,size,"Semantic=0.895, Attribute=0.667, Lexical=0.914. Potential difference: size.",False
BHEL,BHL1014,EPDM Rubber Gasket 50 NB,ONGC,ONG4401,EPDM Rubber Gasket Size 50 NB,Gasket,0.9076,0.6667,0.8627,0.7666000127792358,REVIEW REQUIRED,material,"Semantic=0.908, Attribute=0.667, Lexical=0.863. Potential difference: material.",True
BHEL,BHL1014,EPDM Rubber Gasket 50 NB,NTPC,NTP8801,50 NB EPDM Gasket,Gasket,0.9076,0.6667,0.8627,0.7666000127792358,REVIEW REQUIRED,material,"Semantic=0.908, Attribute=0.667, Lexical=0.863. Potential difference: material.",True
SAIL,STL5001,EPDM GASKET 50NB,ONGC,ONG4401,EPDM Rubber Gasket Size 50 NB,Gasket,0.9076,0.6667,0.8627,0.7666000127792358,REVIEW REQUIRED,material,"Semantic=0.908, Attribute=0.667, Lexical=0.863. Potential difference: material.",True
NTPC,NTP8801,50 NB EPDM Gasket,SAIL,STL5001,EPDM GASKET 50NB,Gasket,0.9076,0.6667,0.8627,0.7666000127792358,REVIEW REQUIRED,material,"Semantic=0.908, Attribute=0.667, Lexical=0.863. Potential difference: material.",True
SAIL,STL3002,Ball Bearing 6206 Deep Groove,ONGC,ONG2203,Conical Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
ONGC,ONG2202,Deep Groove Bearing 6206,SAIL,STL3003,Taper Roller Bearing No 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
ONGC,ONG2202,Deep Groove Bearing 6206,NTPC,NTP6603,30205 Tapered Roller Bearing,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
ONGC,ONG2202,Deep Groove Bearing 6206,BHEL,BHL1008,Taper Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
NTPC,NTP6602,6206 Deep Groove Bearing,BHEL,BHL1008,Taper Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
NTPC,NTP6602,6206 Deep Groove Bearing,SAIL,STL3003,Taper Roller Bearing No 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
NTPC,NTP6602,6206 Deep Groove Bearing,ONGC,ONG2203,Conical Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
SAIL,STL3002,Ball Bearing 6206 Deep Groove,NTPC,NTP6603,30205 Tapered Roller Bearing,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
SAIL,STL3002,Ball Bearing 6206 Deep Groove,BHEL,BHL1008,Taper Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
BHEL,BHL1007,Deep Groove Ball Bearing 6206,ONGC,ONG2203,Conical Roller Bearing 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
BHEL,BHL1007,Deep Groove Ball Bearing 6206,NTPC,NTP6603,30205 Tapered Roller Bearing,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
BHEL,BHL1007,Deep Groove Ball Bearing 6206,SAIL,STL3003,Taper Roller Bearing No 30205,Bearing,0.8801,0.6667,0.9206,0.7615000009536743,REVIEW REQUIRED,size,"Semantic=0.880, Attribute=0.667, Lexical=0.921. Potential difference: size.",False
SAIL,STL2047,SS WASHER M10 FLAT,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.8704,0.6667,0.9286,0.7577999830245972,REVIEW REQUIRED,size,"Semantic=0.870, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
ONGC,ONG1103,SS Plain Washer M10,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.8704,0.6667,0.9286,0.7577999830245972,REVIEW REQUIRED,size,"Semantic=0.870, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
ONGC,ONG1103,SS Plain Washer M10,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.8704,0.6667,0.9286,0.7577999830245972,REVIEW REQUIRED,size,"Semantic=0.870, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
BHEL,BHL1003,SS Flat Washer M10,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.8704,0.6667,0.9286,0.7577999830245972,REVIEW REQUIRED,size,"Semantic=0.870, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
BHEL,BHL1001,SS Bolt M10 X 50,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.8692,0.6667,0.9286,0.7572000026702881,REVIEW REQUIRED,size,"Semantic=0.869, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
BHEL,BHL1001,SS Bolt M10 X 50,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.8692,0.6667,0.9286,0.7572000026702881,REVIEW REQUIRED,size,"Semantic=0.869, Attribute=0.667, Lexical=0.929. Potential difference: size.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,ONGC,ONG1102,Mild Steel Nut Size M10,Fastener,0.8629,0.6667,0.9259,0.7537000179290771,REVIEW REQUIRED,size,"Semantic=0.863, Attribute=0.667, Lexical=0.926. Potential difference: size.",True
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,Pipe,0.9147,0.6667,0.7419,0.7519999742507935,REVIEW REQUIRED,material,"Semantic=0.915, Attribute=0.667, Lexical=0.742. Potential difference: material.",True
NTPC,NTP6605,Industrial Safety Helmet ISI Marked,ONGC,ONG11001,Industrial Protective Safety Helmet,PPE,0.8378,0.6667,0.8837,0.7347999811172485,REVIEW REQUIRED,grade/specification,"Semantic=0.838, Attribute=0.667, Lexical=0.884. Potential difference: grade/specification.",True
NTPC,NTP4402,Gear Lubricating Oil ISO VG 220,SAIL,STL10002,Industrial Gear Oil Grade 220,Lubricant,0.9856,0.3333,0.9589,0.6032999753952026,LOW CONFIDENCE,"size, grade/specification","Semantic=0.986, Attribute=0.333, Lexical=0.959. Potential difference: size, grade/specification.",True
BHEL,BHL1029,Stainless Steel Welding Electrode 3.15mm,NTPC,NTP5502,E308L Stainless Steel Welding Rod 3.15 MM,Welding,0.9867,0.3333,0.9176,0.597599983215332,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.918. Potential difference: material, size.",True
SAIL,STL11002,SS Welding Electrode E308L 3.15mm,ONGC,ONG10002,Stainless Welding Electrode Dia 3.15 MM,Welding,0.9868,0.3333,0.9114,0.5968000292778015,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.911. Potential difference: material, size.",True
NTPC,NTP5501,E6013 Welding Electrode 3.15 MM,SAIL,STL11001,CS Welding Rod E6013 3.15mm,Welding,0.9873,0.3333,0.9041,0.5958999991416931,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.904. Potential difference: material, size.",True
SAIL,STL11001,CS Welding Rod E6013 3.15mm,ONGC,ONG10001,Welding Electrode E6013 Dia 3.15 MM,Welding,0.9873,0.3333,0.9041,0.5958999991416931,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.904. Potential difference: material, size.",True
BHEL,BHL1028,Carbon Steel Welding Electrode 3.15mm,ONGC,ONG10001,Welding Electrode E6013 Dia 3.15 MM,Welding,0.9873,0.3333,0.9041,0.5958999991416931,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.904. Potential difference: material, size.",True
BHEL,BHL1028,Carbon Steel Welding Electrode 3.15mm,NTPC,NTP5501,E6013 Welding Electrode 3.15 MM,Welding,0.9873,0.3333,0.9041,0.5958999991416931,LOW CONFIDENCE,"material, size","Semantic=0.987, Attribute=0.333, Lexical=0.904. Potential difference: material, size.",True
NTPC,NTP4401,EP2 Lithium Base Grease,SAIL,STL10001,Lithium Grease NLGI 2 EP2,Lubricant,0.9738,0.3333,0.9,0.5885999798774719,LOW CONFIDENCE,"material, grade/specification","Semantic=0.974, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
SAIL,STL10001,Lithium Grease NLGI 2 EP2,ONGC,ONG9901,EP-2 Lithium Grease,Lubricant,0.9685,0.3333,0.9,0.5859000086784363,LOW CONFIDENCE,"material, grade/specification","Semantic=0.969, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
BHEL,BHL1026,Lithium Grease EP2,NTPC,NTP4401,EP2 Lithium Base Grease,Lubricant,0.9712,0.3333,0.8852,0.5849999785423279,LOW CONFIDENCE,"material, grade/specification","Semantic=0.971, Attribute=0.333, Lexical=0.885. Potential difference: material, grade/specification.",True
BHEL,BHL1010,Gate Valve 50 NB Class 150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.9653,0.3333,0.8788,0.5810999870300293,LOW CONFIDENCE,"material, size","Semantic=0.965, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.9653,0.3333,0.8788,0.5810999870300293,LOW CONFIDENCE,"material, size","Semantic=0.965, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,BHEL,BHL1012,Globe Valve 25 NB Class 150,Valve,0.9618,0.3333,0.8788,0.5794000029563904,LOW CONFIDENCE,"material, size","Semantic=0.962, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,Valve,0.9618,0.3333,0.8788,0.5794000029563904,LOW CONFIDENCE,"material, size","Semantic=0.962, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
SAIL,STL8002,3 PH MOTOR 10HP 415V IE3,ONGC,ONG7702,Three Phase Induction Motor 10 HP,Motor,0.9661,0.3333,0.8571,0.5782999992370605,LOW CONFIDENCE,"material, size","Semantic=0.966, Attribute=0.333, Lexical=0.857. Potential difference: material, size.",True
NTPC,NTP2202,10 HP Three Phase Motor 415 Volt,SAIL,STL8002,3 PH MOTOR 10HP 415V IE3,Motor,0.9661,0.3333,0.8571,0.5782999992370605,LOW CONFIDENCE,"material, size","Semantic=0.966, Attribute=0.333, Lexical=0.857. Potential difference: material, size.",True
SAIL,STL8001,3 PH INDUCTION MOTOR 5HP 415V,ONGC,ONG7701,Three Phase Motor 5 HP 415 V,Motor,0.9652,0.3333,0.8511,0.5769000053405762,LOW CONFIDENCE,"material, size","Semantic=0.965, Attribute=0.333, Lexical=0.851. Potential difference: material, size.",True
NTPC,NTP2201,5 HP Three Phase Induction Motor 415 Volt,SAIL,STL8001,3 PH INDUCTION MOTOR 5HP 415V,Motor,0.9652,0.3333,0.8511,0.5769000053405762,LOW CONFIDENCE,"material, size","Semantic=0.965, Attribute=0.333, Lexical=0.851. Potential difference: material, size.",True
SAIL,STL2045,SS HEX BOLT M10-50,ONGC,ONG1101,Stainless Steel Bolt M10 by 50,Fastener,0.9529,0.3333,0.8889,0.5763999819755554,LOW CONFIDENCE,"material, grade/specification","Semantic=0.953, Attribute=0.333, Lexical=0.889. Potential difference: material, grade/specification.",True
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,SAIL,STL2045,SS HEX BOLT M10-50,Fastener,0.9529,0.3333,0.8889,0.5763999819755554,LOW CONFIDENCE,"material, grade/specification","Semantic=0.953, Attribute=0.333, Lexical=0.889. Potential difference: material, grade/specification.",True
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,SAIL,STL4002,CS GATE VALVE 80NB CLASS150,Valve,0.9536,0.3333,0.8788,0.5752999782562256,LOW CONFIDENCE,"material, size","Semantic=0.954, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,BHEL,BHL1011,Gate Valve 80 NB Class 150,Valve,0.9536,0.3333,0.8788,0.5752999782562256,LOW CONFIDENCE,"material, size","Semantic=0.954, Attribute=0.333, Lexical=0.879. Potential difference: material, size.",False
BHEL,BHL1015,Spiral Wound Gasket 100 NB,SAIL,STL5002,Spiral Wound Gasket DN100,Gasket,0.9891,0.3333,0.7216,0.5694000124931335,LOW CONFIDENCE,"material, grade/specification","Semantic=0.989, Attribute=0.333, Lexical=0.722. Potential difference: material, grade/specification.",True
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.943,0.3333,0.8485,0.5654000043869019,LOW CONFIDENCE,"material, size","Semantic=0.943, Attribute=0.333, Lexical=0.848. Potential difference: material, size.",False
BHEL,BHL1011,Gate Valve 80 NB Class 150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.943,0.3333,0.8485,0.5654000043869019,LOW CONFIDENCE,"material, size","Semantic=0.943, Attribute=0.333, Lexical=0.848. Potential difference: material, size.",False
NTPC,NTP7703,25 NB Globe Valve CL 150,SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,Valve,0.9319,0.3333,0.875,0.5638999938964844,LOW CONFIDENCE,"material, grade/specification","Semantic=0.932, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
BHEL,BHL1012,Globe Valve 25 NB Class 150,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.9319,0.3333,0.875,0.5638999938964844,LOW CONFIDENCE,"material, grade/specification","Semantic=0.932, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
SAIL,STL2045,SS HEX BOLT M10-50,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.9011,0.3333,0.9663,0.5620999932289124,LOW CONFIDENCE,"size, grade/specification","Semantic=0.901, Attribute=0.333, Lexical=0.966. Potential difference: size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,SAIL,STL4001,CS Gate Valve 50NB CL150,Valve,0.9243,0.3333,0.875,0.5601000189781189,LOW CONFIDENCE,"material, grade/specification","Semantic=0.924, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
BHEL,BHL1010,Gate Valve 50 NB Class 150,NTPC,NTP7701,50 NB Gate Valve Class 150,Valve,0.9243,0.3333,0.875,0.5601000189781189,LOW CONFIDENCE,"material, grade/specification","Semantic=0.924, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
NTPC,NTP7701,50 NB Gate Valve Class 150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.9018,0.3333,0.931,0.557200014591217,LOW CONFIDENCE,"size, grade/specification","Semantic=0.902, Attribute=0.333, Lexical=0.931. Potential difference: size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,SAIL,STL4002,CS GATE VALVE 80NB CLASS150,Valve,0.9181,0.3333,0.875,0.5569999814033508,LOW CONFIDENCE,"material, grade/specification","Semantic=0.918, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,Valve,0.9181,0.3333,0.875,0.5569999814033508,LOW CONFIDENCE,"material, grade/specification","Semantic=0.918, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
BHEL,BHL1011,Gate Valve 80 NB Class 150,ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,Valve,0.9181,0.3333,0.875,0.5569999814033508,LOW CONFIDENCE,"material, grade/specification","Semantic=0.918, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
BHEL,BHL1011,Gate Valve 80 NB Class 150,NTPC,NTP7702,80 NB Gate Valve CL 150,Valve,0.9181,0.3333,0.875,0.5569999814033508,LOW CONFIDENCE,"material, grade/specification","Semantic=0.918, Attribute=0.333, Lexical=0.875. Potential difference: material, grade/specification.",True
ONGC,ONG7701,Three Phase Motor 5 HP 415 V,NTPC,NTP2202,10 HP Three Phase Motor 415 Volt,Motor,0.9114,0.3333,0.8889,0.5557000041007996,LOW CONFIDENCE,"size, grade/specification","Semantic=0.911, Attribute=0.333, Lexical=0.889. Potential difference: size, grade/specification.",False
NTPC,NTP2201,5 HP Three Phase Induction Motor 415 Volt,ONGC,ONG7702,Three Phase Induction Motor 10 HP,Motor,0.9114,0.3333,0.8889,0.5557000041007996,LOW CONFIDENCE,"size, grade/specification","Semantic=0.911, Attribute=0.333, Lexical=0.889. Potential difference: size, grade/specification.",False
NTPC,NTP4402,Gear Lubricating Oil ISO VG 220,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.9148,0.3333,0.871,0.5547000169754028,LOW CONFIDENCE,"material, grade/specification","Semantic=0.915, Attribute=0.333, Lexical=0.871. Potential difference: material, grade/specification.",True
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,Pipe,0.9194,0.3333,0.8525,0.5541999936103821,LOW CONFIDENCE,"material, grade/specification","Semantic=0.919, Attribute=0.333, Lexical=0.852. Potential difference: material, grade/specification.",True
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.8935,0.3333,0.931,0.5530999898910522,LOW CONFIDENCE,"size, grade/specification","Semantic=0.893, Attribute=0.333, Lexical=0.931. Potential difference: size, grade/specification.",False
SAIL,STL9001,Centrifugal Pump Capacity 20 M3/Hr,BHEL,BHL1025,Centrifugal Pump 40 m3/hr,Pump,0.9167,0.3333,0.8475,0.5522000193595886,LOW CONFIDENCE,"size, grade/specification","Semantic=0.917, Attribute=0.333, Lexical=0.847. Potential difference: size, grade/specification.",False
SAIL,STL9001,Centrifugal Pump Capacity 20 M3/Hr,ONGC,ONG8802,CI Centrifugal Pump 40 m3 per hour,Pump,0.9167,0.3333,0.8475,0.5522000193595886,LOW CONFIDENCE,"size, grade/specification","Semantic=0.917, Attribute=0.333, Lexical=0.847. Potential difference: size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.9049,0.3333,0.8696,0.5494999885559082,LOW CONFIDENCE,"size, grade/specification","Semantic=0.905, Attribute=0.333, Lexical=0.870. Potential difference: size, grade/specification.",False
BHEL,BHL1004,SS Bolt M10 X 60,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.8951,0.3333,0.9,0.5491999983787537,LOW CONFIDENCE,"material, grade/specification","Semantic=0.895, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
BHEL,BHL1004,SS Bolt M10 X 60,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.8951,0.3333,0.9,0.5491999983787537,LOW CONFIDENCE,"material, grade/specification","Semantic=0.895, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
SAIL,STL2048,SS HEX BOLT M10-60,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.8951,0.3333,0.9,0.5491999983787537,LOW CONFIDENCE,"material, grade/specification","Semantic=0.895, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.8951,0.3333,0.9,0.5491999983787537,LOW CONFIDENCE,"material, grade/specification","Semantic=0.895, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
ONGC,ONG8801,CI Centrifugal Pump 20 Cubic Meter Hour,NTPC,NTP3302,40 Cubic Meter Per Hour Centrifugal Pump,Pump,0.9101,0.3333,0.8475,0.548799991607666,LOW CONFIDENCE,"size, grade/specification","Semantic=0.910, Attribute=0.333, Lexical=0.847. Potential difference: size, grade/specification.",False
BHEL,BHL1024,Centrifugal Pump 20 m3/hr,NTPC,NTP3302,40 Cubic Meter Per Hour Centrifugal Pump,Pump,0.9101,0.3333,0.8475,0.548799991607666,LOW CONFIDENCE,"size, grade/specification","Semantic=0.910, Attribute=0.333, Lexical=0.847. Potential difference: size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,ONGC,ONG1101,Stainless Steel Bolt M10 by 50,Fastener,0.8839,0.3333,0.9,0.5436000227928162,LOW CONFIDENCE,"material, grade/specification","Semantic=0.884, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
BHEL,BHL1001,SS Bolt M10 X 50,NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,Fastener,0.8839,0.3333,0.9,0.5436000227928162,LOW CONFIDENCE,"material, grade/specification","Semantic=0.884, Attribute=0.333, Lexical=0.900. Potential difference: material, grade/specification.",True
SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,Pipe,0.8923,0.3333,0.8657,0.5425999760627747,LOW CONFIDENCE,"material, grade/specification","Semantic=0.892, Attribute=0.333, Lexical=0.866. Potential difference: material, grade/specification.",True
NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,Pipe,0.8923,0.3333,0.8657,0.5425999760627747,LOW CONFIDENCE,"material, grade/specification","Semantic=0.892, Attribute=0.333, Lexical=0.866. Potential difference: material, grade/specification.",True
